activity_id,user_id,department,user_role,system_name,privileged_access,successful_logins,failed_logins,after_hours_events,sensitive_records_accessed,distinct_locations,primary_country,activity_timestamp,synthetic_anomaly_label
A000233,U0884,Operations,Standard User,CRM-CLOUD,0,3,4,0,173,1,Sri Lanka,2026-06-15T17:12,0
A000234,U0202,Legal,Developer,FILE-SHARE,0,13,0,0,64,1,Sri Lanka,2026-06-20T12:28,0
A000235,U0348,Operations,System Administrator,HRIS,1,12,0,1,191,1,Sri Lanka,2026-06-30T05:30,0
A000236,U0590,Human Resources,Support Agent,ERP-PROD,0,20,1,0,10,2,Sri Lanka,2026-07-25T22:40,0
A000237,U0065,Procurement,Standard User,PAYMENTS,0,6,0,1,67,1,Sri Lanka,2026-06-16T15:49,0
A000238,U0227,Operations,Standard User,CUSTOMER-PORTAL,0,7,3,1,672,1,Singapore,2026-06-18T01:57,0
A000239,U0590,Customer Support,Developer,DATA-WAREHOUSE,0,17,2,1,6,1,Sri Lanka,2026-06-09T08:36,0
A000240,U0579,Sales,Support Agent,EMAIL,0,17,1,1,121,1,Germany,2026-07-01T09:43,0
A000241,U0802,Procurement,Contractor,FILE-SHARE,0,3,2,1,46,7,Sri Lanka,2026-08-02T01:19,1
A000242,U0376,Information Technology,Developer,HRIS,1,11,1,2,174,2,Sri Lanka,2026-07-20T08:40,0
A000243,U0100,Information Technology,Finance Analyst,HRIS,0,4,2,0,147,1,Sri Lanka,2026-06-13T15:46,0
A000244,U0845,Sales,Standard User,HRIS,0,8,0,0,96,1,Sri Lanka,2026-08-09T07:19,0
A000245,U0294,Human Resources,Finance Analyst,DEVOPS,0,8,0,1,82,1,Sri Lanka,2026-06-05T11:09,0
A000246,U0519,Procurement,HR Specialist,CUSTOMER-PORTAL,0,7,0,1,9,3,Sri Lanka,2026-06-22T01:22,0
A000247,U0027,Finance,Developer,HRIS,0,13,2,2,138,1,Sri Lanka,2026-07-09T01:54,0
A000248,U0769,Customer Support,Support Agent,DATA-WAREHOUSE,0,14,3,0,159,1,Germany,2026-07-02T15:25,0
A000249,U0884,Human Resources,System Administrator,CUSTOMER-PORTAL,1,4,0,0,138,1,Sri Lanka,2026-08-01T13:10,0
A000250,U0078,Procurement,Support Agent,DATA-WAREHOUSE,0,1,1,2,63,1,Sri Lanka,2026-06-06T20:57,0
A000251,U0077,Information Technology,Standard User,HRIS,0,17,5,2,131,2,Sri Lanka,2026-07-14T18:08,0
A000252,U0812,Operations,Database Administrator,HRIS,1,3,1,0,168,1,India,2026-08-26T12:26,0
A000253,U0759,Customer Support,Standard User,CUSTOMER-PORTAL,1,106,1,0,137,1,Sri Lanka,2026-07-16T00:24,1
A000254,U0033,Sales,Developer,DATA-WAREHOUSE,0,16,0,1,146,1,Sri Lanka,2026-07-29T21:24,0
A000255,U0343,Sales,Support Agent,CUSTOMER-PORTAL,0,5,0,2,264,1,Sri Lanka,2026-07-12T05:20,0
A000256,U0061,Human Resources,Contractor,PAYMENTS,0,10,2,1,151,2,Sri Lanka,2026-06-08T19:19,0
A000257,U0758,Finance,Finance Analyst,EMAIL,0,14,2,0,61,1,Sri Lanka,2026-06-10T02:15,0
A000258,U0344,Information Technology,Standard User,EMAIL,0,12,0,1,417,1,Sri Lanka,2026-06-23T17:17,0
A000259,U0139,Procurement,Standard User,FILE-SHARE,0,6,2,1,63,1,Sri Lanka,2026-06-21T12:07,0
A000260,U0227,Information Technology,HR Specialist,DATA-WAREHOUSE,0,21,3,1,95,1,India,2026-06-22T07:01,0
A000261,U0396,Legal,Contractor,DEVOPS,0,1,6,0,154,2,India,2026-07-26T21:15,0
A000262,U0629,Legal,Developer,HRIS,0,14,0,2,69,1,Sri Lanka,2026-06-10T06:13,0
A000263,U0654,Legal,Standard User,CUSTOMER-PORTAL,0,11,5,0,231,1,Sri Lanka,2026-07-14T11:09,0
A000264,U0730,Procurement,Standard User,EMAIL,0,7,0,0,15,2,India,2026-08-18T15:50,0
A000265,U0223,Sales,Database Administrator,FILE-SHARE,1,18,2,1,52,1,Sri Lanka,2026-06-08T15:06,0
A000266,U0570,Human Resources,Contractor,DATA-WAREHOUSE,0,14,4,0,106,1,Sri Lanka,2026-06-09T00:41,0
A000267,U0186,Sales,HR Specialist,DEVOPS,0,9,0,1,248,1,Sri Lanka,2026-07-12T04:35,0
A000268,U0708,Legal,Developer,CUSTOMER-PORTAL,0,9,1,0,17,2,Sri Lanka,2026-07-07T21:26,0
A000269,U0734,Legal,Standard User,EMAIL,0,8,1,0,173,2,Sri Lanka,2026-07-17T13:34,0
A000270,U0569,Sales,Database Administrator,HRIS,1,11,2,0,404,1,Sri Lanka,2026-08-12T21:46,0
A000271,U0764,Human Resources,Standard User,HRIS,0,11,1,1,191,1,Sri Lanka,2026-07-14T22:48,0
A000272,U0526,Operations,Standard User,CUSTOMER-PORTAL,0,15,1,0,31,1,India,2026-08-14T19:44,0
A000273,U0107,Finance,Standard User,ERP-PROD,0,17,1,0,128,1,Sri Lanka,2026-07-20T07:46,0
A000274,U0835,Finance,Support Agent,FILE-SHARE,0,9,1,2,303,2,India,2026-07-12T01:39,0
A000275,U0036,Procurement,Support Agent,DEVOPS,0,4,1,0,221,1,Sri Lanka,2026-08-14T01:16,0
A000276,U0258,Human Resources,Support Agent,EMAIL,0,12,2,0,42,1,Sri Lanka,2026-06-09T02:25,0
A000277,U0882,Legal,System Administrator,FILE-SHARE,1,15,1,1,53,1,Sri Lanka,2026-06-25T18:22,0
A000278,U0065,Procurement,Standard User,EMAIL,0,13,0,0,62,1,Singapore,2026-08-16T07:14,0
A000279,U0511,Procurement,Standard User,EMAIL,0,22,2,1,174,2,India,2026-08-02T02:39,0
A000280,U0457,Procurement,Standard User,CUSTOMER-PORTAL,0,7,1,2,340,1,Sri Lanka,2026-07-12T23:07,0
A000281,U0678,Human Resources,Standard User,FILE-SHARE,0,18,1,1,203,2,Sri Lanka,2026-06-28T08:16,0
A000282,U0798,Operations,Finance Analyst,CUSTOMER-PORTAL,0,10,0,1,304,1,Sri Lanka,2026-07-10T00:58,0
A000283,U0516,Finance,System Administrator,HRIS,1,7,1,0,146,1,Singapore,2026-08-21T10:33,0
A000284,U0539,Finance,Support Agent,ERP-PROD,0,10,2,0,19,1,Sri Lanka,2026-08-16T17:10,0
A000285,U0691,Finance,Standard User,ERP-PROD,0,12,4,0,166,1,Singapore,2026-07-04T15:16,0
A000286,U0521,Procurement,Developer,EMAIL,1,11,4,1,8853,1,Sri Lanka,2026-06-14T15:42,1
A000287,U0774,Information Technology,HR Specialist,FILE-SHARE,0,14,1,1,16,1,Singapore,2026-07-09T19:35,0
A000288,U0650,Information Technology,Support Agent,FILE-SHARE,1,97,2,1,22,1,Sri Lanka,2026-07-13T23:21,1
A000289,U0458,Information Technology,Standard User,DEVOPS,0,7,2,0,240,2,Sri Lanka,2026-07-05T10:52,0
A000290,U0069,Sales,System Administrator,DATA-WAREHOUSE,1,1,1,2,8,3,Sri Lanka,2026-06-28T18:08,0
A000291,U0645,Customer Support,Support Agent,DATA-WAREHOUSE,0,1,3,1,34,1,Sri Lanka,2026-07-13T19:56,0
A000292,U0535,Procurement,Finance Analyst,PAYMENTS,0,26,4,0,30,1,United States,2026-06-18T00:51,0
A000293,U0236,Information Technology,Standard User,DEVOPS,0,3,0,0,62,1,Germany,2026-08-24T23:14,0
A000294,U0633,Information Technology,Support Agent,DEVOPS,0,2,1,1,59,1,India,2026-07-02T08:54,0
A000295,U0047,Information Technology,Finance Analyst,CUSTOMER-PORTAL,0,17,1,2,21,1,Sri Lanka,2026-07-15T18:21,0
A000296,U0305,Information Technology,HR Specialist,EMAIL,0,16,1,0,180,1,Sri Lanka,2026-07-06T02:47,0
A000297,U0890,Operations,Finance Analyst,CUSTOMER-PORTAL,0,1,1,0,23,1,India,2026-06-04T00:52,0
A000298,U0036,Operations,Contractor,EMAIL,0,10,4,0,120,1,Sri Lanka,2026-08-03T13:47,0
A000299,U0453,Information Technology,HR Specialist,DATA-WAREHOUSE,0,13,6,1,114,2,Sri Lanka,2026-08-29T19:05,0
A000300,U0554,Finance,Contractor,CRM-CLOUD,0,20,5,0,90,1,Germany,2026-07-04T02:34,0
A000301,U0011,Information Technology,Standard User,PAYMENTS,0,12,1,0,119,1,India,2026-06-23T17:00,0
A000302,U0460,Sales,Database Administrator,PAYMENTS,1,14,0,2,313,4,Singapore,2026-09-01T17:53,1
A000303,U0820,Human Resources,Standard User,DEVOPS,0,17,1,0,43,1,Sri Lanka,2026-08-02T13:50,0
A000304,U0286,Legal,Finance Analyst,EMAIL,0,16,1,0,279,1,India,2026-06-03T21:27,0
A000305,U0691,Sales,Standard User,DEVOPS,0,14,3,1,33,2,Sri Lanka,2026-07-17T06:10,0
A000306,U0847,Sales,Standard User,EMAIL,0,15,2,0,207,1,India,2026-08-19T08:45,0
A000307,U0139,Information Technology,Standard User,FILE-SHARE,0,22,1,1,184,2,Sri Lanka,2026-08-09T10:27,0
A000308,U0559,Legal,HR Specialist,PAYMENTS,0,8,0,0,44,1,United States,2026-07-22T04:59,0
A000309,U0027,Sales,Standard User,CUSTOMER-PORTAL,0,5,4,0,73,1,Sri Lanka,2026-06-23T02:58,0
A000310,U0585,Information Technology,Support Agent,CUSTOMER-PORTAL,0,18,4,0,53,1,United States,2026-07-20T06:47,0
A000311,U0566,Sales,Standard User,HRIS,0,20,0,1,127,1,Sri Lanka,2026-08-07T13:13,0
A000312,U0581,Operations,Developer,DATA-WAREHOUSE,0,10,0,0,48,1,United States,2026-07-25T16:14,0
A000313,U0181,Information Technology,Support Agent,CRM-CLOUD,0,13,1,1,682,1,Sri Lanka,2026-06-29T21:30,0
A000314,U0524,Finance,Support Agent,CRM-CLOUD,0,18,3,1,41,2,Sri Lanka,2026-07-27T20:00,0
A000315,U0574,Operations,Standard User,CRM-CLOUD,0,6,0,0,16,1,India,2026-07-10T14:20,0
A000316,U0172,Procurement,Standard User,DEVOPS,0,23,1,0,20,1,Sri Lanka,2026-07-01T23:34,0
A000317,U0315,Procurement,Standard User,CUSTOMER-PORTAL,0,19,1,1,122,2,Sri Lanka,2026-06-11T18:32,0
A000318,U0763,Operations,Standard User,DEVOPS,0,1,0,0,141,1,Sri Lanka,2026-07-17T18:49,0
A000319,U0392,Legal,Standard User,DATA-WAREHOUSE,0,8,1,1,6,1,India,2026-08-10T07:44,0
A000320,U0346,Information Technology,Standard User,DATA-WAREHOUSE,0,14,0,0,75,1,Sri Lanka,2026-07-23T03:30,0
A000321,U0708,Information Technology,Support Agent,DATA-WAREHOUSE,0,10,0,1,42,1,Sri Lanka,2026-06-24T03:03,0
A000322,U0661,Procurement,Developer,CUSTOMER-PORTAL,1,32,3,1,45,1,India,2026-07-30T12:08,0
A000323,U0082,Customer Support,Standard User,DEVOPS,0,15,1,0,357,1,Sri Lanka,2026-08-03T02:14,0
A000324,U0755,Finance,Standard User,CUSTOMER-PORTAL,0,24,0,0,133,1,United States,2026-07-03T03:13,0
A000325,U0452,Information Technology,Standard User,DEVOPS,0,21,1,0,9838,1,Sri Lanka,2026-06-18T12:30,1
A000326,U0799,Sales,System Administrator,FILE-SHARE,1,2,1,2,163,1,Sri Lanka,2026-08-24T01:32,0
A000327,U0092,Sales,Support Agent,ERP-PROD,0,12,2,0,210,1,Sri Lanka,2026-08-22T16:11,0
A000328,U0541,Information Technology,Support Agent,HRIS,0,22,8,3,103,1,United States,2026-07-14T06:16,0
A000329,U0717,Operations,Finance Analyst,DEVOPS,0,11,1,0,148,1,India,2026-06-29T17:32,0
A000330,U0416,Operations,Developer,CUSTOMER-PORTAL,0,19,1,0,281,1,Sri Lanka,2026-06-24T02:53,0
A000331,U0649,Customer Support,Support Agent,CRM-CLOUD,0,26,1,0,28,1,Sri Lanka,2026-06-09T07:31,0
A000332,U0686,Operations,HR Specialist,DEVOPS,0,13,6,0,25,1,Singapore,2026-08-08T06:36,0
A000333,U0838,Operations,Standard User,HRIS,0,13,1,0,65,1,Sri Lanka,2026-08-18T22:29,0
A000334,U0562,Information Technology,Developer,DEVOPS,0,28,1,1,79,1,Sri Lanka,2026-08-07T08:03,0
A000335,U0542,Legal,Support Agent,DEVOPS,0,14,2,0,484,1,Sri Lanka,2026-08-14T05:05,0
A000336,U0220,Finance,Finance Analyst,HRIS,0,1,6,0,318,1,Sri Lanka,2026-08-10T18:58,0
A000337,U0726,Finance,Support Agent,HRIS,0,2,1,0,14,1,Sri Lanka,2026-08-03T19:28,0
A000338,U0753,Legal,Standard User,FILE-SHARE,0,6,0,2,49,1,Sri Lanka,2026-08-03T11:01,0
A000339,U0428,Human Resources,Standard User,CUSTOMER-PORTAL,0,8,2,1,233,1,Sri Lanka,2026-06-15T02:57,0
A000340,U0011,Finance,Standard User,HRIS,0,11,4,1,169,1,Sri Lanka,2026-07-27T08:37,0
A000341,U0329,Human Resources,Developer,ERP-PROD,0,3,1,1,408,1,Sri Lanka,2026-08-21T11:51,0
A000342,U0435,Finance,Support Agent,DEVOPS,0,8,1,0,49,1,Sri Lanka,2026-08-02T11:00,0
A000343,U0781,Procurement,Developer,ERP-PROD,0,16,0,0,135,1,Sri Lanka,2026-08-05T06:22,0
A000344,U0673,Legal,System Administrator,CUSTOMER-PORTAL,1,14,5,1,62,2,Sri Lanka,2026-06-23T19:24,0
A000345,U0540,Operations,Contractor,ERP-PROD,0,19,2,1,360,2,Sri Lanka,2026-07-07T18:12,0
A000346,U0044,Customer Support,System Administrator,ERP-PROD,1,18,1,0,351,3,Sri Lanka,2026-07-22T16:55,0
A000347,U0787,Information Technology,Developer,ERP-PROD,1,5,1,2,80,2,Singapore,2026-06-07T07:01,0
A000348,U0352,Customer Support,Finance Analyst,ERP-PROD,0,14,1,1,180,1,Sri Lanka,2026-07-19T05:49,0
A000349,U0765,Sales,Contractor,ERP-PROD,0,19,0,0,151,1,Sri Lanka,2026-08-11T08:41,0
A000350,U0719,Operations,Contractor,ERP-PROD,0,26,1,0,36,1,Sri Lanka,2026-06-28T21:31,0
A000351,U0588,Information Technology,Standard User,DATA-WAREHOUSE,0,18,1,0,80,1,Sri Lanka,2026-07-07T13:28,0
A000352,U0785,Customer Support,Developer,ERP-PROD,0,1,0,0,321,1,Sri Lanka,2026-07-16T09:46,0
A000353,U0216,Information Technology,Standard User,DEVOPS,0,20,0,0,86,1,Germany,2026-07-01T02:24,0
A000354,U0409,Legal,Developer,CRM-CLOUD,0,10,0,0,31,1,Sri Lanka,2026-08-20T12:20,0
A000355,U0622,Operations,Developer,CRM-CLOUD,1,89,0,0,67,1,Sri Lanka,2026-06-12T14:48,1
A000356,U0495,Customer Support,Finance Analyst,CUSTOMER-PORTAL,0,11,1,4,94,1,Singapore,2026-08-19T03:28,0
A000357,U0293,Procurement,Developer,HRIS,0,17,2,0,39,1,Sri Lanka,2026-07-22T03:34,0
A000358,U0147,Legal,Finance Analyst,CRM-CLOUD,0,18,0,1,5,1,Sri Lanka,2026-07-27T02:31,0
A000359,U0319,Procurement,Standard User,ERP-PROD,0,6,3,1,171,2,Sri Lanka,2026-06-04T23:25,0
A000360,U0290,Finance,Developer,ERP-PROD,0,11,0,0,134,1,Sri Lanka,2026-06-09T17:01,0
A000361,U0767,Operations,Support Agent,CUSTOMER-PORTAL,0,14,0,1,36,1,Sri Lanka,2026-07-12T19:46,0
A000362,U0341,Customer Support,Standard User,PAYMENTS,0,13,2,0,35,1,Germany,2026-07-04T06:58,0
A000363,U0076,Human Resources,Standard User,PAYMENTS,0,5,2,0,362,1,Sri Lanka,2026-08-07T21:33,0
A000364,U0288,Customer Support,Standard User,PAYMENTS,0,2,2,0,148,1,India,2026-08-19T21:08,0
A000365,U0879,Information Technology,Standard User,EMAIL,0,23,1,1,117,1,Sri Lanka,2026-06-03T14:48,0
A000366,U0678,Sales,Standard User,FILE-SHARE,0,6,1,0,208,1,Sri Lanka,2026-07-01T15:05,0
A000367,U0819,Human Resources,HR Specialist,ERP-PROD,0,4,0,1,267,1,Singapore,2026-06-03T11:14,0
A000368,U0365,Customer Support,Standard User,CRM-CLOUD,0,11,1,0,63,1,Sri Lanka,2026-07-20T11:12,0
A000369,U0483,Procurement,Support Agent,CRM-CLOUD,0,13,3,0,74,1,Sri Lanka,2026-07-17T01:22,0
A000370,U0336,Customer Support,Developer,HRIS,0,14,3,0,124,1,Sri Lanka,2026-06-05T20:55,0
A000371,U0588,Operations,Standard User,DEVOPS,0,10,1,0,108,1,India,2026-08-19T18:29,0
A000372,U0788,Information Technology,Contractor,PAYMENTS,0,17,6,1,88,1,Sri Lanka,2026-06-04T09:16,0
A000373,U0593,Procurement,HR Specialist,FILE-SHARE,0,2,1,2,167,1,Germany,2026-06-19T11:03,0
A000374,U0319,Information Technology,HR Specialist,CUSTOMER-PORTAL,0,8,1,0,287,1,Sri Lanka,2026-06-05T09:48,0
A000375,U0223,Procurement,Standard User,CUSTOMER-PORTAL,0,14,2,0,33,1,Sri Lanka,2026-06-30T02:00,0
A000376,U0635,Procurement,Support Agent,HRIS,0,12,2,1,105,1,India,2026-06-03T20:46,0
A000377,U0135,Customer Support,Support Agent,CRM-CLOUD,0,9,1,0,134,2,United Kingdom,2026-08-08T22:49,0
A000378,U0359,Procurement,Standard User,ERP-PROD,0,1,3,0,276,1,United States,2026-06-14T00:20,0
A000379,U0766,Human Resources,Standard User,FILE-SHARE,0,14,1,0,40,2,Sri Lanka,2026-08-26T01:41,0
A000380,U0050,Customer Support,Standard User,EMAIL,0,10,1,1,185,1,Sri Lanka,2026-08-06T14:39,0
A000381,U0305,Customer Support,Support Agent,HRIS,0,19,2,0,12,1,Sri Lanka,2026-06-04T10:00,0
A000382,U0104,Customer Support,Standard User,DEVOPS,0,8,1,2,82,2,Sri Lanka,2026-07-27T09:17,0
A000383,U0887,Finance,Finance Analyst,CUSTOMER-PORTAL,0,3,4,1,107,3,United Kingdom,2026-07-17T23:59,0
A000384,U0713,Customer Support,Finance Analyst,PAYMENTS,0,9,1,2,171,1,Sri Lanka,2026-08-09T20:56,0
A000385,U0477,Finance,Developer,EMAIL,0,19,0,0,31,1,Sri Lanka,2026-07-07T16:12,0
A000386,U0767,Information Technology,Standard User,EMAIL,0,9,2,0,133,1,Sri Lanka,2026-08-09T03:59,0
A000387,U0109,Information Technology,System Administrator,CUSTOMER-PORTAL,1,8,1,1,55,1,Sri Lanka,2026-06-13T07:00,0
A000388,U0313,Human Resources,Standard User,CRM-CLOUD,0,5,2,0,21,1,Sri Lanka,2026-08-18T22:14,0
A000389,U0463,Information Technology,Support Agent,CRM-CLOUD,0,19,1,0,107,1,Sri Lanka,2026-08-20T11:29,0
A000390,U0018,Customer Support,Support Agent,CRM-CLOUD,0,7,1,1,47,1,United Kingdom,2026-07-14T18:32,0
A000391,U0573,Legal,Standard User,ERP-PROD,0,11,0,1,38,1,Singapore,2026-07-16T21:36,0
A000392,U0037,Finance,HR Specialist,ERP-PROD,0,14,23,0,12,2,United Kingdom,2026-06-16T06:40,1
A000393,U0832,Operations,Database Administrator,CUSTOMER-PORTAL,1,22,2,0,34,1,Germany,2026-08-19T16:45,0
A000394,U0814,Legal,Developer,CRM-CLOUD,0,10,2,1,30,1,Singapore,2026-06-18T15:21,0
A000395,U0683,Human Resources,Standard User,ERP-PROD,0,8,5,1,39,1,Sri Lanka,2026-06-21T08:31,0
A000396,U0253,Procurement,Contractor,HRIS,0,1,0,1,70,1,Sri Lanka,2026-08-25T18:21,0
A000397,U0492,Sales,Database Administrator,DATA-WAREHOUSE,1,7,1,1,65,1,Sri Lanka,2026-07-24T06:51,0
A000398,U0242,Information Technology,Support Agent,DATA-WAREHOUSE,0,13,0,1,238,1,Sri Lanka,2026-07-06T21:17,0
A000399,U0886,Finance,Standard User,HRIS,0,12,2,1,220,1,United States,2026-08-17T06:56,0
A000400,U0338,Procurement,Standard User,HRIS,0,4,4,0,9,1,Sri Lanka,2026-07-23T17:34,0
A000401,U0487,Operations,Developer,DEVOPS,0,22,0,2,197,1,United States,2026-07-08T04:55,0
A000402,U0750,Operations,Developer,CUSTOMER-PORTAL,0,10,3,2,128,1,United Kingdom,2026-06-28T05:45,0
A000403,U0587,Operations,Developer,DEVOPS,0,15,2,1,57,1,United States,2026-06-15T18:47,0
A000404,U0145,Legal,HR Specialist,HRIS,0,12,1,0,389,1,Sri Lanka,2026-07-16T17:35,0
A000405,U0643,Legal,Finance Analyst,CUSTOMER-PORTAL,0,15,0,1,114,1,Sri Lanka,2026-08-30T10:02,0
A000406,U0222,Sales,Standard User,PAYMENTS,0,15,0,1,31,1,United States,2026-08-02T23:27,0
A000407,U0818,Human Resources,Standard User,EMAIL,0,6,3,4,172,1,India,2026-08-28T04:35,0
A000408,U0448,Customer Support,Standard User,DATA-WAREHOUSE,0,11,1,0,91,2,Sri Lanka,2026-06-14T16:45,0
A000409,U0070,Sales,Contractor,DEVOPS,1,102,4,1,75,1,Sri Lanka,2026-06-16T00:32,1
A000410,U0818,Sales,Contractor,HRIS,0,11,1,0,30,2,Sri Lanka,2026-08-12T15:04,0
A000411,U0276,Sales,HR Specialist,FILE-SHARE,0,11,0,0,42,1,Sri Lanka,2026-07-05T03:25,0
A000412,U0346,Procurement,Support Agent,HRIS,0,13,1,1,261,1,Sri Lanka,2026-08-29T03:39,0
A000413,U0146,Operations,Finance Analyst,FILE-SHARE,0,21,5,1,16,2,Singapore,2026-06-06T21:35,0
A000414,U0092,Finance,Developer,DATA-WAREHOUSE,1,17,0,0,228,1,Sri Lanka,2026-07-13T11:43,0
A000415,U0458,Operations,HR Specialist,FILE-SHARE,0,1,1,0,148,2,Sri Lanka,2026-07-19T08:44,0
A000416,U0290,Finance,System Administrator,FILE-SHARE,1,24,1,0,432,1,Sri Lanka,2026-06-12T06:16,0
A000417,U0299,Customer Support,Developer,CRM-CLOUD,1,15,1,1,74,1,Sri Lanka,2026-08-03T01:45,0
A000418,U0294,Human Resources,Developer,DEVOPS,0,10,1,3,18,1,Sri Lanka,2026-08-29T03:16,0
A000419,U0351,Human Resources,Standard User,CRM-CLOUD,0,9,1,0,53,1,Sri Lanka,2026-08-18T12:01,0
A000420,U0138,Sales,System Administrator,DEVOPS,1,17,0,0,26,1,Sri Lanka,2026-06-21T05:33,0
A000421,U0047,Information Technology,Standard User,EMAIL,0,4,2,0,215,1,Sri Lanka,2026-06-20T13:48,0
A000422,U0671,Operations,Database Administrator,DEVOPS,1,11,0,1,146,4,Germany,2026-07-12T07:01,1
A000423,U0334,Procurement,Standard User,EMAIL,0,22,0,0,114,1,India,2026-06-23T01:36,0
A000424,U0591,Human Resources,Finance Analyst,HRIS,0,16,3,0,31,1,United Kingdom,2026-07-28T02:10,0
A000425,U0651,Customer Support,Contractor,CUSTOMER-PORTAL,0,21,0,2,80,2,Sri Lanka,2026-06-14T03:20,0
A000426,U0620,Information Technology,Developer,CUSTOMER-PORTAL,0,20,1,1,214,2,Sri Lanka,2026-08-26T01:31,0
A000427,U0583,Legal,Standard User,ERP-PROD,0,5,0,1,334,1,Sri Lanka,2026-07-17T09:43,0
A000428,U0552,Human Resources,Standard User,ERP-PROD,0,11,3,0,41,1,Singapore,2026-08-16T04:54,0
A000429,U0639,Information Technology,HR Specialist,CRM-CLOUD,0,1,1,1,13,1,Sri Lanka,2026-06-12T04:37,0
A000430,U0043,Sales,Standard User,CUSTOMER-PORTAL,0,9,2,0,18,1,Sri Lanka,2026-06-15T05:43,0
A000431,U0109,Finance,Standard User,DEVOPS,0,21,1,0,69,1,Sri Lanka,2026-06-22T02:05,0
A000432,U0576,Operations,Finance Analyst,PAYMENTS,0,15,4,0,48,1,Sri Lanka,2026-07-15T06:16,0
A000433,U0848,Procurement,Database Administrator,EMAIL,1,16,1,0,49,1,Singapore,2026-08-16T02:50,0
A000434,U0718,Human Resources,Finance Analyst,DEVOPS,0,8,0,1,323,3,Sri Lanka,2026-07-26T05:08,0
A000435,U0539,Finance,Developer,HRIS,0,14,3,2,104,1,Sri Lanka,2026-08-19T20:25,0
A000436,U0871,Legal,Support Agent,FILE-SHARE,0,18,1,0,94,1,Sri Lanka,2026-07-15T19:36,0
A000437,U0379,Information Technology,Finance Analyst,CUSTOMER-PORTAL,0,23,0,1,55,2,India,2026-08-19T05:14,0
A000438,U0080,Legal,Support Agent,EMAIL,0,7,0,1,46,1,Sri Lanka,2026-07-10T18:14,0
A000439,U0812,Human Resources,Standard User,HRIS,0,14,1,0,41,2,Sri Lanka,2026-06-15T06:42,0
A000440,U0548,Procurement,HR Specialist,CRM-CLOUD,0,10,3,0,86,1,United States,2026-08-15T09:02,0
A000441,U0879,Human Resources,Support Agent,DEVOPS,0,3,2,0,143,2,Sri Lanka,2026-06-15T20:50,0
A000442,U0842,Customer Support,Contractor,DEVOPS,0,14,2,2,50,1,Sri Lanka,2026-08-27T12:55,0
A000443,U0556,Finance,Standard User,PAYMENTS,0,29,0,0,261,1,Sri Lanka,2026-06-19T02:07,0
A000444,U0883,Procurement,HR Specialist,PAYMENTS,0,11,0,2,5,1,India,2026-07-14T18:06,0
A000445,U0893,Customer Support,System Administrator,DATA-WAREHOUSE,1,1,1,0,18,1,Sri Lanka,2026-07-12T20:03,0
A000446,U0811,Sales,Standard User,HRIS,0,21,0,0,86,1,Sri Lanka,2026-08-28T07:18,0
A000447,U0893,Legal,System Administrator,DATA-WAREHOUSE,1,19,0,1,238,1,Sri Lanka,2026-08-26T08:43,0
A000448,U0444,Legal,Developer,FILE-SHARE,0,9,0,1,43,1,United Kingdom,2026-08-12T19:55,0
A000449,U0369,Legal,Support Agent,HRIS,0,26,0,2,100,4,Sri Lanka,2026-07-24T23:10,1
A000450,U0005,Sales,Standard User,CUSTOMER-PORTAL,0,19,1,0,60,1,Sri Lanka,2026-08-13T23:38,0
A000451,U0433,Information Technology,Standard User,CUSTOMER-PORTAL,0,18,1,0,42,1,Sri Lanka,2026-08-07T01:44,0
A000452,U0877,Customer Support,Support Agent,DATA-WAREHOUSE,0,7,1,0,22,1,Sri Lanka,2026-07-18T23:13,0
A000453,U0432,Human Resources,Standard User,ERP-PROD,0,4,2,1,522,1,India,2026-06-26T00:09,0
A000454,U0385,Finance,Standard User,CRM-CLOUD,0,17,1,2,52,2,Singapore,2026-09-01T15:43,0
A000455,U0032,Customer Support,Standard User,FILE-SHARE,0,3,1,1,110,2,Sri Lanka,2026-08-05T20:46,0
A000456,U0633,Operations,Standard User,EMAIL,0,1,2,0,20,2,India,2026-06-05T04:36,0
A000457,U0298,Legal,Contractor,EMAIL,0,1,0,0,86,1,Sri Lanka,2026-08-06T21:03,0
A000458,U0068,Human Resources,Developer,CRM-CLOUD,0,13,0,0,28,2,Sri Lanka,2026-08-02T20:59,0
A000459,U0379,Operations,Support Agent,CUSTOMER-PORTAL,0,9,1,1,247,1,Sri Lanka,2026-07-05T01:40,0
A000460,U0171,Procurement,System Administrator,DATA-WAREHOUSE,1,8,1,0,117,2,Sri Lanka,2026-08-02T17:20,0
A000461,U0166,Human Resources,Finance Analyst,FILE-SHARE,0,15,2,2,56,1,Sri Lanka,2026-06-03T01:45,0
A000462,U0286,Procurement,Developer,CRM-CLOUD,0,13,1,1,60,1,Sri Lanka,2026-08-01T19:01,0
A000463,U0436,Operations,Standard User,PAYMENTS,0,11,1,0,133,1,Sri Lanka,2026-07-12T08:28,0
A000464,U0878,Procurement,Finance Analyst,HRIS,0,6,0,0,78,1,Sri Lanka,2026-07-01T18:00,0
A000465,U0104,Legal,Standard User,DEVOPS,0,11,3,2,629,8,Sri Lanka,2026-07-29T06:37,1
A000466,U0011,Procurement,Support Agent,PAYMENTS,0,17,0,0,31,1,Sri Lanka,2026-07-18T06:04,0
A000467,U0797,Human Resources,Contractor,PAYMENTS,0,16,3,0,12,1,Sri Lanka,2026-07-29T20:20,0
