control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C0167,Change Management Control 0167,Change Management,Preventive,K. Fernando,Continuous,1,Effective,Effective,20,0,2025-04-24,2025-05-24,R01482,None,Overdue
C0168,Access Control Control 0168,Access Control,Preventive,T. Karunaratne,Quarterly,0,Effective,Effective,15,0,2026-05-30,2026-08-28,R00097,None,Overdue
C0169,Third-Party Risk Control 0169,Third-Party Risk,Preventive,D. Senanayake,Semi-Annual,0,Ineffective,Needs Improvement,25,8,2026-06-13,2026-12-10,R02493,Medium,Scheduled
C0170,Security Awareness Control 0170,Security Awareness,Preventive,A. Perera,Annual,1,Effective,Effective,40,0,2025-03-24,2026-03-24,R02198,None,Overdue
C0171,Security Awareness Control 0171,Security Awareness,Preventive,N. Silva,Quarterly,0,Effective,Not Tested,25,7,2026-02-22,2026-05-23,R03143,Medium,Overdue
C0172,Data Protection Control 0172,Data Protection,Preventive,R. Gunawardena,Quarterly,1,Effective,Effective,20,0,2025-07-04,2025-10-02,R00877,None,Overdue
C0173,Security Awareness Control 0173,Security Awareness,Preventive,S. Jayasinghe,Continuous,1,Effective,Effective,40,0,2026-03-01,2026-03-31,R02949,None,Overdue
C0174,Security Awareness Control 0174,Security Awareness,Preventive,R. Gunawardena,Quarterly,0,Effective,Effective,10,0,2025-05-25,2025-08-23,R01553,None,Overdue
C0175,Incident Response Control 0175,Incident Response,Corrective,A. Perera,Monthly,0,Needs Improvement,Effective,20,0,2025-06-27,2025-07-27,R00320,None,Overdue
C0176,Third-Party Risk Control 0176,Third-Party Risk,Preventive,N. Silva,Quarterly,0,Ineffective,Effective,5,0,2025-11-19,2026-02-17,R01652,None,Overdue
C0177,Business Continuity Control 0177,Business Continuity,Preventive,S. Jayasinghe,Quarterly,0,Effective,Effective,40,0,2025-12-11,2026-03-11,R02931,None,Overdue
C0178,Access Control Control 0178,Access Control,Preventive,N. Silva,Monthly,0,Effective,Effective,30,0,2026-03-15,2026-04-14,R04570,None,Overdue
C0179,Third-Party Risk Control 0179,Third-Party Risk,Preventive,T. Karunaratne,Annual,0,Effective,Effective,25,0,2025-07-27,2026-07-27,R01493,None,Overdue
C0180,Incident Response Control 0180,Incident Response,Detective,T. Karunaratne,Monthly,0,Effective,Needs Improvement,25,7,2026-01-16,2026-02-15,R03321,High,Overdue
C0181,Vulnerability Management Control 0181,Vulnerability Management,Preventive,R. Gunawardena,Annual,0,Needs Improvement,Effective,10,0,2025-10-27,2026-10-27,R04730,None,Scheduled
C0182,Change Management Control 0182,Change Management,Preventive,N. Silva,Quarterly,1,Effective,Effective,30,0,2025-12-04,2026-03-04,R03454,None,Overdue
C0183,Security Awareness Control 0183,Security Awareness,Detective,T. Karunaratne,Monthly,0,Ineffective,Needs Improvement,5,1,2026-07-16,2026-08-15,R02915,Low,Overdue
C0184,Business Continuity Control 0184,Business Continuity,Preventive,S. Jayasinghe,Quarterly,1,Needs Improvement,Effective,40,0,2025-07-26,2025-10-24,R03833,None,Overdue
C0185,Business Continuity Control 0185,Business Continuity,Detective,A. Perera,Semi-Annual,0,Needs Improvement,Needs Improvement,20,3,2025-09-14,2026-03-13,R02249,High,Overdue
C0186,Access Control Control 0186,Access Control,Preventive,D. Senanayake,Monthly,0,Effective,Effective,15,0,2025-11-12,2025-12-12,R01980,None,Overdue
C0187,Business Continuity Control 0187,Business Continuity,Detective,R. Gunawardena,Semi-Annual,0,Effective,Effective,30,0,2026-03-25,2026-09-21,R00586,None,Scheduled
C0188,Security Awareness Control 0188,Security Awareness,Detective,S. Jayasinghe,Monthly,0,Effective,Effective,30,0,2026-08-19,2026-09-18,R04229,None,Scheduled
C0189,Data Protection Control 0189,Data Protection,Preventive,R. Gunawardena,Annual,1,Effective,Ineffective,20,6,2025-07-28,2026-07-28,R01061,Low,Overdue
C0190,Vulnerability Management Control 0190,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,0,Effective,Ineffective,30,8,2025-08-04,2025-11-02,R04474,Medium,Overdue
C0191,Incident Response Control 0191,Incident Response,Detective,S. Jayasinghe,Continuous,1,Needs Improvement,Effective,25,0,2025-08-10,2025-09-09,R02370,None,Overdue
C0192,Access Control Control 0192,Access Control,Detective,R. Gunawardena,Annual,0,Needs Improvement,Effective,10,0,2026-01-25,2027-01-25,R01122,None,Scheduled
C0193,Vulnerability Management Control 0193,Vulnerability Management,Preventive,D. Senanayake,Monthly,0,Effective,Effective,30,0,2025-08-28,2025-09-27,R03028,None,Overdue
C0194,Vulnerability Management Control 0194,Vulnerability Management,Preventive,A. Perera,Semi-Annual,0,Effective,Needs Improvement,5,1,2026-01-30,2026-07-29,R00738,Low,Overdue
C0195,Security Awareness Control 0195,Security Awareness,Corrective,D. Senanayake,Semi-Annual,1,Needs Improvement,Effective,25,0,2026-04-01,2026-09-28,R01311,None,Scheduled
C0196,Change Management Control 0196,Change Management,Preventive,T. Karunaratne,Quarterly,1,Effective,Effective,5,0,2025-06-06,2025-09-04,R00854,None,Overdue
C0197,Third-Party Risk Control 0197,Third-Party Risk,Corrective,S. Jayasinghe,Quarterly,0,Effective,Needs Improvement,5,1,2025-09-29,2025-12-28,R04671,Medium,Overdue
C0198,Vulnerability Management Control 0198,Vulnerability Management,Corrective,T. Karunaratne,Quarterly,0,Effective,Effective,20,0,2026-06-17,2026-09-15,R04837,None,Scheduled
C0199,Data Protection Control 0199,Data Protection,Preventive,D. Senanayake,Annual,0,Ineffective,Effective,25,0,2026-01-10,2027-01-10,R00635,None,Scheduled
C0200,Data Protection Control 0200,Data Protection,Corrective,N. Silva,Annual,1,Effective,Effective,10,0,2025-12-15,2026-12-15,R02454,None,Scheduled
C0201,Change Management Control 0201,Change Management,Preventive,S. Jayasinghe,Continuous,0,Effective,Effective,20,0,2025-08-03,2025-09-02,R03222,None,Overdue
C0202,Security Awareness Control 0202,Security Awareness,Corrective,R. Gunawardena,Monthly,1,Needs Improvement,Effective,40,0,2026-04-08,2026-05-08,R00205,None,Overdue
C0203,Third-Party Risk Control 0203,Third-Party Risk,Detective,S. Jayasinghe,Continuous,0,Effective,Effective,5,0,2025-09-29,2025-10-29,R01421,None,Overdue
C0204,Business Continuity Control 0204,Business Continuity,Detective,S. Jayasinghe,Quarterly,0,Effective,Effective,5,0,2026-03-02,2026-05-31,R04045,None,Overdue
C0205,Business Continuity Control 0205,Business Continuity,Preventive,S. Jayasinghe,Semi-Annual,0,Effective,Effective,15,0,2025-04-29,2025-10-26,R04611,None,Overdue
C0206,Data Protection Control 0206,Data Protection,Preventive,K. Fernando,Semi-Annual,1,Effective,Needs Improvement,20,8,2025-08-05,2026-02-01,R03478,Low,Overdue
C0207,Access Control Control 0207,Access Control,Detective,T. Karunaratne,Quarterly,0,Effective,Not Tested,25,5,2025-09-18,2025-12-17,R03231,Low,Overdue
C0208,Access Control Control 0208,Access Control,Detective,N. Silva,Semi-Annual,1,Effective,Needs Improvement,20,6,2026-07-18,2027-01-14,R01962,Low,Scheduled
C0209,Vulnerability Management Control 0209,Vulnerability Management,Preventive,T. Karunaratne,Continuous,0,Effective,Effective,15,0,2026-04-03,2026-05-03,R01583,None,Overdue
C0210,Vulnerability Management Control 0210,Vulnerability Management,Preventive,S. Jayasinghe,Monthly,0,Effective,Effective,25,0,2025-03-19,2025-04-18,R00564,None,Overdue
C0211,Vulnerability Management Control 0211,Vulnerability Management,Detective,K. Fernando,Quarterly,1,Effective,Not Tested,25,2,2026-04-17,2026-07-16,R04598,Low,Overdue
C0212,Security Awareness Control 0212,Security Awareness,Detective,R. Gunawardena,Quarterly,0,Effective,Effective,5,0,2026-01-16,2026-04-16,R00342,None,Overdue
C0213,Change Management Control 0213,Change Management,Detective,S. Jayasinghe,Quarterly,0,Effective,Effective,30,0,2026-06-01,2026-08-30,R03333,None,Overdue
C0214,Incident Response Control 0214,Incident Response,Preventive,N. Silva,Monthly,1,Effective,Needs Improvement,10,2,2026-05-22,2026-06-21,R03138,High,Overdue
C0215,Data Protection Control 0215,Data Protection,Detective,D. Senanayake,Quarterly,0,Ineffective,Effective,15,0,2026-02-08,2026-05-09,R01451,None,Overdue
C0216,Security Awareness Control 0216,Security Awareness,Preventive,T. Karunaratne,Continuous,1,Effective,Effective,30,0,2026-01-02,2026-02-01,R03520,None,Overdue
C0217,Business Continuity Control 0217,Business Continuity,Detective,A. Perera,Monthly,1,Ineffective,Effective,5,0,2026-05-07,2026-06-06,R03847,None,Overdue
C0218,Change Management Control 0218,Change Management,Preventive,M. Wijesinghe,Quarterly,0,Effective,Effective,5,0,2026-01-25,2026-04-25,R02864,None,Overdue
C0219,Access Control Control 0219,Access Control,Preventive,K. Fernando,Quarterly,1,Effective,Effective,20,0,2025-04-05,2025-07-04,R01595,None,Overdue
C0220,Change Management Control 0220,Change Management,Preventive,K. Fernando,Quarterly,1,Effective,Effective,20,0,2026-08-09,2026-11-07,R02161,None,Scheduled
C0221,Vulnerability Management Control 0221,Vulnerability Management,Detective,S. Jayasinghe,Monthly,1,Effective,Effective,10,0,2026-07-13,2026-08-12,R04050,None,Overdue
C0222,Vulnerability Management Control 0222,Vulnerability Management,Detective,N. Silva,Semi-Annual,1,Effective,Not Tested,40,14,2026-08-21,2027-02-17,R03336,High,Scheduled
C0223,Vulnerability Management Control 0223,Vulnerability Management,Detective,S. Jayasinghe,Quarterly,0,Effective,Effective,30,0,2025-09-05,2025-12-04,R02739,None,Overdue
C0224,Data Protection Control 0224,Data Protection,Preventive,N. Silva,Semi-Annual,1,Effective,Effective,10,0,2026-08-26,2027-02-22,R00819,None,Scheduled
C0225,Data Protection Control 0225,Data Protection,Preventive,M. Wijesinghe,Semi-Annual,1,Effective,Effective,10,0,2025-04-20,2025-10-17,R01234,None,Overdue
C0226,Incident Response Control 0226,Incident Response,Corrective,S. Jayasinghe,Quarterly,1,Effective,Needs Improvement,10,1,2025-10-20,2026-01-18,R04492,Low,Overdue
C0227,Vulnerability Management Control 0227,Vulnerability Management,Detective,S. Jayasinghe,Monthly,0,Effective,Needs Improvement,20,8,2026-05-17,2026-06-16,R00699,Critical,Overdue
C0228,Vulnerability Management Control 0228,Vulnerability Management,Preventive,D. Senanayake,Monthly,1,Effective,Effective,30,0,2025-06-12,2025-07-12,R03056,None,Overdue
C0229,Third-Party Risk Control 0229,Third-Party Risk,Corrective,R. Gunawardena,Semi-Annual,1,Effective,Ineffective,20,5,2026-01-24,2026-07-23,R01932,Low,Overdue
C0230,Business Continuity Control 0230,Business Continuity,Preventive,S. Jayasinghe,Quarterly,1,Needs Improvement,Effective,40,0,2026-04-28,2026-07-27,R03034,None,Overdue
C0231,Incident Response Control 0231,Incident Response,Detective,R. Gunawardena,Annual,0,Effective,Needs Improvement,25,6,2026-04-10,2027-04-10,R00939,Medium,Scheduled
C0232,Business Continuity Control 0232,Business Continuity,Preventive,S. Jayasinghe,Annual,0,Effective,Effective,40,0,2025-09-01,2026-09-01,R04959,None,Scheduled
C0233,Access Control Control 0233,Access Control,Corrective,N. Silva,Quarterly,1,Effective,Effective,25,0,2025-12-03,2026-03-03,R01519,None,Overdue
C0234,Vulnerability Management Control 0234,Vulnerability Management,Preventive,N. Silva,Monthly,1,Needs Improvement,Effective,5,0,2026-05-06,2026-06-05,R03367,None,Overdue
C0235,Incident Response Control 0235,Incident Response,Preventive,N. Silva,Quarterly,0,Effective,Effective,40,0,2025-11-25,2026-02-23,R01295,None,Overdue
C0236,Vulnerability Management Control 0236,Vulnerability Management,Detective,K. Fernando,Quarterly,1,Needs Improvement,Needs Improvement,25,6,2025-11-20,2026-02-18,R04734,Low,Overdue
C0237,Access Control Control 0237,Access Control,Preventive,R. Gunawardena,Quarterly,0,Needs Improvement,Effective,15,0,2025-03-13,2025-06-11,R01457,None,Overdue
C0238,Business Continuity Control 0238,Business Continuity,Preventive,R. Gunawardena,Semi-Annual,0,Effective,Effective,20,0,2025-10-26,2026-04-24,R05000,None,Overdue
C0239,Access Control Control 0239,Access Control,Preventive,R. Gunawardena,Quarterly,1,Effective,Needs Improvement,30,8,2026-06-08,2026-09-06,R00951,Low,Scheduled
C0240,Business Continuity Control 0240,Business Continuity,Corrective,R. Gunawardena,Annual,0,Effective,Effective,40,0,2026-02-14,2027-02-14,R04915,None,Scheduled
C0241,Security Awareness Control 0241,Security Awareness,Detective,M. Wijesinghe,Semi-Annual,1,Effective,Effective,5,0,2025-04-06,2025-10-03,R01864,None,Overdue
C0242,Third-Party Risk Control 0242,Third-Party Risk,Detective,A. Perera,Quarterly,1,Effective,Effective,25,0,2026-01-25,2026-04-25,R01424,None,Overdue
C0243,Incident Response Control 0243,Incident Response,Preventive,S. Jayasinghe,Monthly,1,Effective,Effective,15,0,2025-10-13,2025-11-12,R00175,None,Overdue
C0244,Access Control Control 0244,Access Control,Preventive,S. Jayasinghe,Monthly,0,Effective,Needs Improvement,25,6,2025-09-15,2025-10-15,R01129,Low,Overdue
C0245,Business Continuity Control 0245,Business Continuity,Preventive,N. Silva,Continuous,0,Ineffective,Needs Improvement,10,1,2026-08-28,2026-09-27,R01798,Medium,Scheduled
C0246,Access Control Control 0246,Access Control,Detective,T. Karunaratne,Quarterly,1,Effective,Ineffective,10,2,2026-02-08,2026-05-09,R04914,High,Overdue
C0247,Third-Party Risk Control 0247,Third-Party Risk,Preventive,M. Wijesinghe,Monthly,0,Needs Improvement,Effective,20,0,2025-09-05,2025-10-05,R03665,None,Overdue
C0248,Security Awareness Control 0248,Security Awareness,Preventive,K. Fernando,Monthly,1,Effective,Effective,30,0,2025-03-20,2025-04-19,R04695,None,Overdue
C0249,Incident Response Control 0249,Incident Response,Detective,M. Wijesinghe,Annual,0,Effective,Effective,25,0,2025-12-15,2026-12-15,R04156,None,Scheduled
C0250,Vulnerability Management Control 0250,Vulnerability Management,Preventive,S. Jayasinghe,Semi-Annual,0,Effective,Needs Improvement,5,2,2025-07-16,2026-01-12,R02869,Medium,Overdue
C0251,Third-Party Risk Control 0251,Third-Party Risk,Detective,T. Karunaratne,Quarterly,0,Effective,Effective,40,0,2025-12-03,2026-03-03,R00425,None,Overdue
C0252,Change Management Control 0252,Change Management,Preventive,R. Gunawardena,Annual,0,Effective,Effective,20,0,2026-05-15,2027-05-15,R00123,None,Scheduled
C0253,Access Control Control 0253,Access Control,Preventive,M. Wijesinghe,Monthly,1,Effective,Needs Improvement,40,18,2025-09-17,2025-10-17,R00087,Low,Overdue
C0254,Business Continuity Control 0254,Business Continuity,Preventive,K. Fernando,Annual,1,Needs Improvement,Effective,40,0,2025-08-19,2026-08-19,R02741,None,Overdue
C0255,Security Awareness Control 0255,Security Awareness,Detective,R. Gunawardena,Monthly,0,Effective,Effective,40,0,2025-03-27,2025-04-26,R00873,None,Overdue
C0256,Access Control Control 0256,Access Control,Corrective,N. Silva,Quarterly,0,Effective,Effective,10,0,2025-12-28,2026-03-28,R00480,None,Overdue
C0257,Third-Party Risk Control 0257,Third-Party Risk,Corrective,D. Senanayake,Quarterly,0,Effective,Effective,10,0,2026-03-01,2026-05-30,R03830,None,Overdue
C0258,Vulnerability Management Control 0258,Vulnerability Management,Preventive,R. Gunawardena,Quarterly,0,Ineffective,Not Tested,15,4,2026-02-08,2026-05-09,R01869,Low,Overdue
C0259,Third-Party Risk Control 0259,Third-Party Risk,Preventive,R. Gunawardena,Monthly,1,Effective,Needs Improvement,20,7,2026-03-14,2026-04-13,R01390,High,Overdue
C0260,Third-Party Risk Control 0260,Third-Party Risk,Preventive,K. Fernando,Monthly,0,Needs Improvement,Effective,25,0,2025-12-20,2026-01-19,R02799,None,Overdue
C0261,Vulnerability Management Control 0261,Vulnerability Management,Preventive,K. Fernando,Annual,0,Ineffective,Effective,10,0,2025-08-01,2026-08-01,R03457,None,Overdue
C0262,Business Continuity Control 0262,Business Continuity,Preventive,T. Karunaratne,Semi-Annual,0,Needs Improvement,Needs Improvement,5,2,2025-12-02,2026-05-31,R02080,Low,Overdue
C0263,Vulnerability Management Control 0263,Vulnerability Management,Preventive,R. Gunawardena,Semi-Annual,1,Needs Improvement,Effective,5,0,2025-11-24,2026-05-23,R02948,None,Overdue
C0264,Access Control Control 0264,Access Control,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Not Tested,10,3,2025-11-18,2026-02-16,R02871,Medium,Overdue
C0265,Incident Response Control 0265,Incident Response,Preventive,R. Gunawardena,Monthly,0,Effective,Effective,40,0,2026-07-03,2026-08-02,R02671,None,Overdue
C0266,Incident Response Control 0266,Incident Response,Detective,S. Jayasinghe,Annual,0,Effective,Not Tested,20,2,2025-08-16,2026-08-16,R03150,Medium,Overdue
C0267,Access Control Control 0267,Access Control,Detective,M. Wijesinghe,Quarterly,1,Effective,Effective,5,0,2025-07-10,2025-10-08,R00450,None,Overdue
C0268,Business Continuity Control 0268,Business Continuity,Detective,M. Wijesinghe,Annual,1,Ineffective,Effective,5,0,2026-08-26,2027-08-26,R03225,None,Scheduled
C0269,Security Awareness Control 0269,Security Awareness,Preventive,M. Wijesinghe,Monthly,1,Effective,Effective,15,0,2026-08-27,2026-09-26,R01597,None,Scheduled
C0270,Data Protection Control 0270,Data Protection,Detective,M. Wijesinghe,Monthly,0,Effective,Needs Improvement,15,3,2026-08-30,2026-09-29,R01629,High,Scheduled
C0271,Security Awareness Control 0271,Security Awareness,Detective,D. Senanayake,Quarterly,1,Effective,Needs Improvement,30,6,2026-02-03,2026-05-04,R03122,Critical,Overdue
C0272,Vulnerability Management Control 0272,Vulnerability Management,Preventive,A. Perera,Annual,1,Effective,Needs Improvement,40,15,2026-05-10,2027-05-10,R01148,Medium,Scheduled
C0273,Data Protection Control 0273,Data Protection,Detective,T. Karunaratne,Continuous,1,Effective,Effective,30,0,2025-07-10,2025-08-09,R02481,None,Overdue
C0274,Third-Party Risk Control 0274,Third-Party Risk,Preventive,M. Wijesinghe,Annual,1,Ineffective,Effective,30,0,2026-07-06,2027-07-06,R04816,None,Scheduled
C0275,Security Awareness Control 0275,Security Awareness,Detective,R. Gunawardena,Continuous,1,Needs Improvement,Effective,5,0,2025-12-16,2026-01-15,R04825,None,Overdue
